PM10,NO,NO2,NH3,SO2,CO,Ozone,PM2.5
38.38,6.85,6.62,6.38,19.44,0.84,86.67,0
20.11,6.88,6.62,6.5,16.47,1.31,51.82,0
17.74,6.85,6.56,6.5,14.77,1.27,83.74,0
23.22,6.88,6.58,6.45,14.46,1.66,38.54,0
17.49,6.98,6.61,6.47,13.53,1.28,67.32,0
24.7,6.91,6.67,6.45,12.9,1.25,41.32,0
24.37,6.95,6.62,6.45,14.07,1.22,33.12,0
13.59,6.89,6.68,6.47,14.1,0.96,59.41,0
14.25,6.95,6.59,6.47,12.77,1.01,103.56,0
15.79,6.87,6.62,6.44,12.96,1.05,80.04,0
21.03,6.9,6.65,6.47,14,1.4,78.04,0
16.17,6.97,6.66,6.47,12.9,0.9,44.71,0
11.79,7.08,6.66,6.44,14.53,0.72,15.48,0
0,0,0,0,0,0,0,0
16.53,6.81,6.7,6.46,13.35,0.79,56.23,0
14.98,7.04,6.63,6.48,14.27,0.93,27.04,0
24.24,6.84,6.66,6.45,15.08,1.03,87.74,0
27.99,6.9,6.7,6.44,14.29,1.13,49.69,0
26.53,6.8,6.68,6.48,14.47,0.97,62.74,0
31.41,7.01,6.66,6.46,14.13,0.85,92.57,0
27,7.05,6.72,6.44,14.39,0.83,34.14,0
22.44,6.95,6.68,6.48,14.43,0.63,84.86,0
30.28,6.95,6.68,6.46,14.13,0.63,56.19,0
30.38,6.9,6.64,6.45,14.76,0.89,47.82,0
29.36,6.81,6.66,6.47,15.28,0.73,62.41,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
101.3,6.8,6.57,6.41,15.18,1.76,41.04,0
64.32,6.65,6.46,6.4,22.31,1.91,17.94,0
97.8,6.89,6.57,6.43,21.01,1.93,14.81,0
72.96,6.67,6.52,6.47,18.1,1.46,28.61,0
69.44,6.78,6.54,6.46,16.95,1.44,19.36,0
80.86,6.84,6.62,6.44,22.25,1.68,21.68,0
72.32,6.75,6.5,6.43,20.39,1.38,22.68,0
65.22,6.69,6.55,6.42,18.22,0.92,21.5,0
61.38,6.73,6.56,6.44,15.59,0.72,22.8,0
60.66,6.72,6.68,6.4,14.85,0.62,25.32,0
71.4,6.65,6.46,6.49,16.94,0.86,26.04,0
84.11,6.67,6.65,6.47,17.46,1.23,29.45,0
109.39,6.71,6.63,6.44,19.08,1.32,16.3,0
79.14,6.71,6.5,6.48,18.69,0.85,21.97,0
81.96,6.95,6.45,6.35,18.52,0.73,17.3,0
68.64,6.64,6.63,6.45,13.44,0.52,25.19,0
48.54,6.48,6.57,6.37,20.3,0.96,36.24,0
57.3,6.68,6.54,6.42,20.94,1.48,37.56,0
81.69,6.73,6.6,6.46,18.23,1.17,29.16,0
96.59,6.75,6.56,6.48,17.49,1.22,22.63,0
92.95,6.84,6.59,6.42,19.66,1.19,24.43,0
98.01,6.82,6.62,6.44,19.63,0.89,21.3,0
91.91,6.87,6.66,6.43,26.59,0.67,26.7,0
78.93,6.84,6.46,6.47,23.68,0.47,25.73,0
83.92,6.78,6.57,6.42,23.27,2.09,25.79,0
112.88,6.63,6.58,6.45,22.62,3.05,27.45,0
97.24,6.54,6.53,6.41,18.04,1.9,24.79,0
131.56,6.67,6.4,6.43,21.53,1.47,21.7,0
108.1,6.7,6.49,6.45,21.34,2.4,20.83,0
82.47,6.86,6.51,6.47,19.2,2.46,24.06,0
82.39,6.75,6.58,6.53,18.27,1.84,25.27,0
95.12,6.71,6.61,6.41,22.31,1.74,21.88,0
137.14,6.81,6.57,6.49,24.08,1.63,24.34,0
99.02,6.59,6.37,6.52,22.58,1.26,34.27,0
120,6.62,6.67,6.43,18.75,0.68,26.57,0
107.58,6.75,6.53,6.45,19.99,0.72,31.45,0
147.92,6.71,6.59,6.44,18.53,0.84,29.08,0
161.83,6.72,6.51,6.43,18.46,0.61,25.83,0
292.69,6.84,6.41,6.42,18.88,0.8,24.82,0
217.02,6.74,6.41,6.47,19.84,0.78,24.78,0
204.29,6.56,6.6,6.41,22.18,0.88,22.37,0
249.16,6.65,6.53,6.42,19.57,0.53,29.39,0
194.32,6.61,6.51,6.44,22.14,0.83,34.8,0
242.83,6.39,6.36,6.44,19.24,0.85,32.91,0
302.27,6.55,6.5,6.42,22.32,2.5,12.9,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
145.39,6.26,6.29,6.47,22.18,0.31,35.53,0
204.94,6.06,6.15,6.37,28.21,0.49,35.03,0
234.07,6.61,6.46,6.47,21.52,0.51,25.47,0
162.73,6.38,6.31,6.46,19.17,0.85,20.86,0
217.12,6.57,6.41,6.42,25.89,0.38,23.45,0
191.06,6.42,6.34,6.44,31.66,0.8,21.47,0
158.61,6.32,6.24,6.47,24.69,0.39,28.84,0
231,6.37,6.31,6.45,25.9,0.45,20.6,0
99.59,5.97,6.08,6.45,26.45,0.56,24.22,0
112.65,6.75,6.56,6.49,20.18,0.4,17.1,0
131.46,6.77,6.54,6.42,29.75,0.44,63.2,0
74.74,6.58,6.45,6.45,21.13,0.58,25.83,0
77.87,6.56,6.49,6.47,18.48,0.65,22.84,0
106.04,6.68,6.55,6.44,20.62,0.51,21.7,0
120.89,6.6,6.47,6.45,18.36,0.47,21.22,0
136.3,6.48,6.36,6.45,19.94,0.6,23.53,0
153.42,6.64,6.5,6.45,20.98,0.56,23.28,0
178.28,6.55,6.46,6.41,16.15,0.47,19.87,0
275.95,6.87,6.51,6.46,18.77,0.61,15.71,0
157.59,6.26,6.26,6.38,20.79,0.35,22.19,0
173.2,6.6,6.46,6.44,31.62,0.73,21.9,0
224.65,6.54,6.39,6.47,24.79,0.38,25.6,0
129.68,0,0,0,21.39,0.53,25.49,0
145.37,6.56,6.47,6.48,23.2,0.48,23.54,0
161.91,6.66,6.55,6.42,24.02,0.53,22.91,0
146.2,6.68,6.54,6.48,22.55,0.44,25.8,0
171.65,6.61,6.51,6.43,22.71,0.39,21.69,0
141.29,6.84,6.7,6.45,20.76,0.44,18.73,0
121.13,6.98,6.74,6.43,19.21,0.22,22.31,0
195.75,7.17,7.05,6.4,23.69,0.41,20.2,0
173.37,7.75,7.13,6.45,24.46,0.52,18.56,0
121.8,7.13,6.82,6.48,19.26,0.32,23.76,0
107.62,6.74,6.68,6.44,17.5,0.15,30.77,0
130.44,7.16,6.92,6.42,19.62,0,25.41,0
123.08,7.1,6.8,6.42,21.61,0,28.41,0
133.4,7.45,6.94,6.44,19.77,0,29.37,0
177.11,7.4,6.96,6.41,27.64,0,19.63,0
181.84,7.46,7.03,6.48,28.45,0.43,19.16,0
138.87,7.45,7.02,6.4,20.13,0.14,27.43,0
104.31,7.53,7.16,6.44,21.73,0.48,28.33,0
84.96,7.6,7.58,6.41,15.56,0.36,28.4,0
68.35,7.27,7.09,6.45,32.46,0.67,30,0
72.41,6.93,6.67,6.4,28.76,0.77,28.67,0
61.54,7.63,7.17,6.4,24.5,0,18.87,0
84.21,7.45,6.94,6.52,43.56,0,48.51,0
87.35,7.27,7.03,6.48,36.03,0.27,39.22,0
47.73,7.5,7,6.47,24.63,0.55,32.77,0
52.54,7.34,7.03,6.51,25.82,1.16,26.73,0
70.64,7.41,6.9,6.49,22.13,2.05,24.03,0
35.98,7.35,6.93,6.44,31.47,1.42,24.79,0
50.64,7.33,7.07,6.31,29.77,1.34,46.49,0
45.46,7.46,7.05,6.48,23.75,1.38,28.35,0
51.49,7.18,6.88,6.44,26.31,0.82,77.53,0
31.9,7.34,7,6.44,23.08,0.98,74.01,0
56.95,7.15,6.88,6.41,26.25,1.02,93,0
50.91,7.33,7,6.38,30.53,1.01,127.29,0
41.01,7.31,6.89,6.46,26.69,1.04,140.49,0
55.47,7.41,7.11,6.44,30.72,1.34,94.72,0
51.3,7.32,7.04,6.4,31.12,2.27,28.02,0
37.57,7.34,7.02,6.44,30.16,1.72,31.65,0
33.73,7.32,6.96,6.52,34.55,2.21,27.25,0
52.84,7.37,7.1,6.37,29.64,2.01,35.27,0
39.37,7.41,6.91,6.46,26.46,1.67,168.23,0
75.82,7.3,6.97,6.43,26.21,1.82,57.47,0
113.7,7.45,6.91,6.46,33.53,2.52,37.27,0
147.19,7.27,6.78,6.51,47.89,3.18,28.51,0
125.53,0,0,0,31.11,0.83,33.16,0
158.24,0,0,0,34.36,1.77,72.13,0
134.24,0,0,0,34.99,2.28,31.8,0
125.86,0,0,0,28.05,2.23,51.12,0
131.02,0,0,0,30.53,2.32,29.47,0
119.9,0,0,0,31.04,1.76,28.26,0
112.12,0,0,0,28.43,2.81,33.52,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
105.47,0,0,0,23.11,1.88,45.54,0
86.72,0,0,0,31.23,1.21,44.7,0
109.61,0,0,0,27.19,1.09,34.4,0
94.84,0,0,0,33.48,1.21,44.2,0
110.39,0,0,0,34.14,8.48,37.67,0
104.17,0,0,0,22.48,0,37.12,0
117.19,0,0,0,39.06,0,36.85,0
126.16,0,0,0,34.07,0,35.85,0
121.71,0,0,0,35.37,0,37.31,0
176.72,0,0,0,31.55,0,45.89,0
115.75,0,0,0,34.7,0,38.81,0
109.61,0,0,0,33.2,0.95,32.36,0
116.58,0,0,0,19.41,1.19,25.37,0
115.83,0,0,0,25.6,1.54,44.23,0
118.22,0,0,0,38.68,2.12,35.19,0
128.89,0,0,0,25.51,1.32,36.62,0
97.63,0,0,0,24.7,1.82,35.88,0
125.95,0,0,0,25.58,2.52,18.06,0
118.11,0,0,0,33.02,0,49.91,0
112.34,0,0,0,42.23,0,45.28,0
131.55,0,0,0,49.78,0,39.68,0
0,0,0,0,0,0,0,0
348.6,0,0,0,29.58,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
279.5,0,0,0,20.91,0,0,0
0,0,0,0,0,0,0,0
120.34,0,0,0,20.12,0,0,0
151.85,0,0,0,24.44,0.96,33.36,0
197.3,0,0,0,16.72,0,24.01,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
140.2,0,0,0,40.91,0,25.4,0
93.63,0,0,0,21.86,0.63,33.72,0
108.9,0,0,0,32.58,0.22,21.93,0
105.64,0,0,0,30.39,0.76,23.28,0
105.53,0,0,0,22.18,0.43,37.65,0
94.72,0,0,0,32.49,0.77,35.47,0
103.8,0,0,0,56.64,1.55,19.43,0
112.11,0,0,0,26.29,0.32,15.65,0
91.92,0,0,0,34.18,0.32,59.75,0
97.83,0,0,0,21.13,0.19,39.83,0
98.88,0,0,0,27.03,0.85,27.56,0
101.18,0,0,0,27.14,0.29,29.98,0
112.52,0,0,0,23.87,0.32,38.77,0
117.53,0,0,0,31.2,0.71,30.01,0
105.6,0,0,0,23.65,0.3,34.26,0
92.69,0,0,0,29.62,0.56,24.62,0
95.28,0,0,0,20.33,0.29,20.82,0
106.6,0,0,0,23.73,0.48,20.54,0
97.25,0,0,0,21.46,0.52,27.66,0
98.81,0,0,0,27.15,0.32,21.68,0
311.89,0,0,0,41.51,0.25,26.43,0
94.39,0,0,0,21.93,0.57,25.39,0
170.87,0,0,0,26.65,0.34,23.73,0
106.79,0,0,0,27.95,0.59,28.98,0
217.76,0,0,0,25.62,0.46,38.36,0
124.56,0,0,0,17.51,1.29,19.69,0
108.74,0,0,0,11.69,0.53,29.46,0
0,0,0,0,0,0,0,0
89.54,0,0,0,16.2,0.46,30.7,0
91.99,0,0,0,11.95,0,28.32,0
89.6,0,0,0,11.42,0.31,21.28,0
121.9,0,0,0,13.43,0,18.99,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
79.8,0,0,0,0.31,2.39,14.21,0
130.3,0,0,0,118.57,0,13.69,0
71.57,0,0,0,16.62,1.34,14.05,0
20.66,0,0,0,13.93,0.57,14.05,0
12.59,0,0,0,17.89,0.76,14.5,0
0,0,0,0,0,0,0,0
116.11,0,0,0,48.34,1.05,12.38,0
21.65,0,0,0,29.59,1.27,14.32,0
77.54,0,0,0,22.08,0,18.09,0
42.86,0,0,0,19.81,1.16,14.12,0
52,0,0,0,13.52,0.49,20.28,0
36.69,0,0,0,13.31,0.43,26.01,0
94.88,0,0,0,11.42,0.2,13.6,0
0,0,0,0,0,0,0,0
48.06,0,0,0,11.62,0.18,20.24,0
98.37,0,0,0,16.6,0.39,17.24,0
99.94,0,0,0,13.67,0.35,18.07,0
23.65,0,0,0,14.09,0.22,13.29,0
28.64,0,0,0,13.77,1.34,13.63,0
29.94,0,0,0,18.89,0.63,17.48,0
39.13,0,0,0,12.3,1.51,15.61,0
116.65,0,0,0,14.81,0.58,15.79,0
109.54,0,0,0,26.5,1.71,12.98,0
35.14,0,0,0,17.39,1.03,14.13,0
52.52,0,0,0,16.71,0.92,22.39,0
59.88,0,0,0,16.4,0.71,12.96,0
29.18,0,0,0,55.89,0.58,14.42,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2.9,0,0,0,11.53,0.52,38.48,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11.71,0,0,0,11.73,0.28,14.8,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8.12,0,55.27,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20.18,0,0,0,15.03,0.01,13.29,0
31.07,0,0,0,12.32,0.03,14.31,0
10,0,0,0,14.19,0.58,14.44,0
5.4,0,0,0,14.2,0.01,12.54,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22.35,0,0,0,0,0.53,15.79,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
55.35,0,0,0,17.91,0.1,15.72,0
20.8,0,0,0,16.6,0.73,18.79,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19.79,0,0,0,15.74,0.36,14.35,0
4.9,0,0,0,7.29,0.22,15.67,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22.77,0,0,0,12.3,0.28,14.3,0
3.55,0,0,0,13.79,0.28,14.18,0
0,0,0,0,0,0,0,0
15.88,0,0,0,9.12,0.11,14,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
182.7,0,0,0,13,0.92,6.07,0
35.6,0,0,0,13.76,1.85,15.29,0
30.46,0,0,0,14.38,1.66,26.79,0
249.7,0,0,0,6.47,1.24,19.82,0
0,0,0,0,0,0,0,0
58.75,0,0,0,8.76,0.79,46.46,0
103.4,0,0,0,12.56,4.26,13.62,0
7.31,0,0,0,15.22,0.84,14.41,0
60.95,0,0,0,13,2.28,50.16,0
44.58,0,0,0,16.58,1.66,32.27,0
49.9,0,0,0,13,0.3,10.88,0
84.26,0,0,0,12.11,0,15.29,0
2.13,0,0,0,16.5,0,15.16,0
0,0,0,0,0,0,0,0
28.49,0,0,0,11.06,0,15.04,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5.01,0,0,0,14.19,0,34.95,0
0,0,0,0,0,0,0,0
20.13,0,0,0,16.26,0,14,0
0,0,0,0,0,0,0,0
42.1,0,0,0,10.51,0,100.03,0
67.2,0,0,0,23.07,0,15.24,0
3.03,0,0,0,22.55,0,16.18,0
245.6,0,0,0,13,0,3.88,0
0,0,0,0,0,0,0,0
20.67,0,0,0,19.75,0,16.09,0
0,0,0,0,0,0,0,0
51.14,0,0,0,12.09,0,14.52,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3.3,0,0,0,13.46,0,18.66,0
40.3,0,0,0,18.93,0,14.79,0
15.11,0,0,0,17.72,0,57.27,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13.4,0,0,0,13.68,0,114.41,0
466.85,0,0,0,22.04,0,18.19,0
1.05,0,0,0,27.97,0,45.74,0
44.58,0,0,0,10.11,0,18.09,0
291.8,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,48.18,0,10.66,0
0,0,0,0,0,0,0,0
116.83,0,0,0,12.57,0,15.05,0
32.03,0,0,0,13,0,34.49,0
10.8,0,0,0,13,0,89.66,0
216.78,0,0,0,13,0,19.99,0
8,0,0,0,13,0,0,0
17.68,0,0,0,13,0,41.92,0
106.58,0,0,0,13,0,26.15,0
9.7,0,0,0,13,0,53.61,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4.6,0,0,0,13,0,0,0
107.54,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0
15.59,0,0,0,13,0,22.81,0
17.63,0,0,0,13,0,34.77,0
0,0,0,0,0,0,0,0
69.47,0,0,0,13,0,26.04,0
93.39,0,0,0,13,0,21.31,0
73.24,0,0,0,13,0,19.98,0
39.78,0,0,0,13,0,15.49,0
45.77,0,0,0,13,0,17.06,0
56.04,0,0,0,13,0,14.08,0
31.28,0,0,0,13,0,14.74,0
0,0,0,0,0,0,0,0
216.04,0,0,0,13,0,34.77,0
51.71,0,0,0,13,0,21.07,0
177.95,0,0,0,0,0,0,0
55.31,0,0,0,13,0,29.8,0
63.58,0,0,0,13,0,35.66,0
33.48,0,0,0,13,0,16,0
48.06,0,0,0,13,0,21.07,0
66.88,0,0,0,13,0,21.5,0
46.45,0,0,0,13,0,21.83,0
67.82,0,0,0,13,0,21.67,0
75.33,0,0,0,13,0,21.66,0
65.6,0,0,0,13,0,24.47,0
110.75,0,0,0,13,0,23.2,0
57.21,0,0,0,13,0,16.34,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
37.5,0,0,0,13,0,31.96,0
94.66,0,0,0,13,0,16.67,0
59.85,0,0,0,13,0,22.16,0
60.83,0,0,0,13,1.02,17.11,0
0,0,0,0,0,0,0,0
40.23,0,0,0,13,2.83,17.87,0
0,0,0,0,0,0,0,0
77.85,0,0,0,13,3.41,14.27,0
96.71,0,0,0,0,1.36,42.58,0
9.79,0,0,0,13,0.98,51.67,0
42.39,0,0,0,13,2.15,32.41,0
45.04,0,0,0,13,1.78,14.7,0
74.47,0,0,0,13,1.08,42.74,0
67.86,0,0,0,13,0.75,28.1,0
49.91,0,0,0,13,1.03,19.67,0
49.49,0,0,0,13,1.31,30.02,0
42.68,0,0,0,13,1.44,36.2,0
118.59,0,0,0,13,0.94,37.36,0
104.03,0,0,0,13,0.86,0,0
0,0,0,0,13,1.39,0,0
0,0,0,0,13,1.65,0,0
0,0,0,0,13,1.25,0,0
0,0,0,0,13,2,0,0
114.54,0,0,0,13,2.11,14.15,0
141.9,0,0,0,13,1.37,23.71,0
193.04,0,0,0,13,1.03,22.76,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
